Exp_1,Exp_2,Exp_3,Exp_4,Exp_5,Exp_6,Exp_7,Exp_8,Exp_9,t
-1.0248492273958334,-1.0658169127019814,-1.0098530620474278,-0.9670653412419641,-1.0187239197033269,-1.0047674915366853,-1.0065779259762195,-1.0560272157279993,-0.9909758285106928,-5.195195195195195
-1.0154852877946088,-1.1012157184711957,-0.8770566575649237,-1.001634303135681,-0.9982038450910766,-1.0409367692190727,-1.0949291048435836,-0.9519388805462919,-1.0017864436687305,-5.175175175175175
-1.0000280001399213,-1.0040456947496776,-0.9465726484612058,-1.0199530752920822,-0.9976795180938278,-1.0017122622849504,-0.9361653392647267,-0.9353767702098625,-0.9578004246701475,-5.155155155155155
-1.0697617276109928,-1.015164035623704,-0.9678596736015187,-0.9674649823959408,-1.0381180510235384,-0.9971131860597865,-0.9989626400062582,-1.0120057950864811,-1.040594475108563,-5.135135135135135
-1.0429936937080722,-1.0079140821753394,-0.9447317924390202,-0.931006897926908,-1.0155848010291015,-0.9868284695111478,-0.9631089773368466,-0.9935028930869529,-1.0835747821869057,-5.115115115115115
-0.9661893530399153,-0.972477601333183,-0.9058371797689396,-1.0964146965644535,-1.0302744061031248,-0.9841463178370133,-1.0585707575383223,-0.927482099707136,-1.0424525213116755,-5.095095095095095
-0.9689949060838562,-1.030840636877555,-0.9702424568836148,-0.9882281830947076,-1.0903994240643549,-1.0265613798422648,-0.9355116846852511,-1.0679282322422976,-1.0140076296069822,-5.075075075075075
-1.0220772671847964,-0.9809789473644157,-0.8963747443609602,-1.0149419359894558,-1.0126945577633168,-1.0461837922433799,-1.0293318109528797,-1.0567873357490383,-0.9239220994734397,-5.055055055055055
-0.909388602580976,-0.9742527760717822,-0.9464254303643992,-1.0371268333242507,-1.0346053156280894,-0.9452193595713294,-1.0052987019609152,-1.022325806937422,-1.0478750469443823,-5.035035035035035
-1.0651982363376986,-1.0166540964826976,-0.9915859147088983,-1.0169746899376642,-0.9789520023278033,-1.0108127251470305,-1.0699831236961805,-1.0056305212969554,-0.9636423597439892,-5.015015015015015
-1.0171576513818925,-1.014084266692309,-0.9139344631097117,-0.9931824346328514,-1.0071683002022465,-0.9450214112026702,-1.0082557777107228,-0.973037938558303,-0.9721368593455769,-4.994994994994995
-1.011446531667332,-0.9729833313710275,-1.1178652814111976,-0.906426268515816,-0.9517144795164543,-0.9772335650604432,-1.0113947411450972,-0.9917510126371989,-0.9584170517785907,-4.974974974974975
-1.1395548951210805,-0.997038097787698,-1.0284680932101924,-0.9970477869464486,-0.9650895457024183,-0.8657608816071358,-1.0091686720713395,-1.0970456809077251,-0.9264577367996074,-4.954954954954955
-0.9030201457523853,-0.9919421621006784,-0.9866072340957891,-1.0213849241704749,-0.9549263133143945,-1.0046919825046965,-0.9779713492953984,-0.9509594966648461,-1.0000877003939872,-4.934934934934935
-0.9815757612360778,-1.1186124961663935,-1.045496907619775,-1.061251869357807,-0.9394734583054828,-1.0826011231009522,-0.9968750695696557,-0.9432219014537976,-0.9470180201063327,-4.914914914914915
-1.052117434027367,-0.9969619681679438,-1.0076908850734523,-0.9611880019971601,-0.9652252797163604,-1.0156571637320158,-0.9510988336772233,-1.0520991830653696,-1.0490712126924704,-4.894894894894895
-0.8973247161490483,-0.9810560927402185,-1.0318229331108024,-1.0374769261888992,-1.0082014188601693,-0.9393010908502772,-1.0232912975744899,-0.9771079877802814,-0.9456153517905966,-4.874874874874875
-0.9705955246985373,-1.0066526129223154,-1.0325993852864397,-1.0055658787289639,-0.9322229691818071,-0.9048197481699913,-1.0496794201428745,-1.0361873679257296,-0.9815853772768451,-4.854854854854855
-0.9783973595412921,-0.9830782467869225,-0.8642773498158901,-0.964219326551986,-1.0463049921932472,-0.9123332573224303,-1.0008289861233934,-1.0253322050405276,-1.0545230458578856,-4.834834834834835
-1.0302184257605649,-0.9046497103915498,-0.9684948113968936,-0.9972499757338459,-1.0016421301978706,-0.9664223358314478,-0.9684501040353733,-1.0387591717682727,-1.1116920911481396,-4.814814814814815
-0.9945519981583619,-0.9955949126889904,-1.0025605268196471,-1.0191745664150345,-0.9568808367719827,-0.9196769301956919,-0.9376310457117316,-0.9261413296650264,-1.0060375781795434,-4.794794794794795
-1.0761415592732582,-0.9665908295656789,-0.9340991822480462,-1.0084935365985992,-1.0142323739421506,-1.0488503942701322,-0.9591614716835933,-1.0480373616776253,-1.008772493484925,-4.774774774774775
-0.9601004194735276,-1.0423514993305232,-1.0117185979713244,-0.9549342732750781,-0.964104226882898,-1.0274129476940892,-1.0881237575776863,-1.007023976549799,-0.8890306971375622,-4.754754754754755
-1.0185675831745702,-1.04246275706683,-0.9555786834738695,-1.0008274782730193,-1.0400182972731695,-1.0453966552741805,-0.9809927493293983,-0.9771155470794273,-0.8871965940866912,-4.734734734734735
-0.9931369530395389,-1.0238386184439026,-0.9822985708191426,-0.9877057029767902,-1.0268634607668057,-0.9687694997150302,-0.9268207742212083,-1.048009305068918,-1.0501580832328625,-4.714714714714715
-0.9397300578856063,-1.050815255969388,-0.9185041207476559,-0.9786903776607565,-0.972523929677172,-0.9332062847539048,-0.9967039826782575,-1.0173466367672594,-0.9496391719450963,-4.694694694694695
-0.9855885655586674,-1.000206028021785,-1.0708195364175295,-1.0165529388205945,-0.9642315080751875,-0.9963080039117473,-1.0256280961082216,-1.0097818965151686,-1.0060360086542388,-4.674674674674675
-0.986695489965118,-1.0465103953091262,-0.9615328086370918,-0.9834219065796977,-0.9399611377241788,-0.9772277729352812,-0.9843608196036334,-0.919199340510529,-1.0074422696310612,-4.654654654654655
-0.9859864977735552,-1.0085613052014024,-0.9936989757464115,-1.013651920923898,-1.0033148142672978,-1.020901567023547,-1.0249735622257192,-1.0682051880007475,-1.0648669462900087,-4.634634634634635
-1.0364673417675607,-1.071660933184334,-1.057672930356007,-0.9431115954178201,-0.9848924054864822,-1.016304352707221,-0.9678481032775924,-1.0038405724698194,-1.0135160555454223,-4.614614614614615
-0.957995509599452,-1.0824057601332444,-0.9465247364920322,-0.9747052328959837,-0.9684861152070949,-0.9915912090162399,-1.0004454691440463,-0.992623683567412,-0.9812352247623337,-4.594594594594595
-0.9226194466242669,-1.0335704916145325,-1.0434061852309626,-1.0863042991828358,-0.9764157992510277,-0.9205722431943002,-0.9301373956646659,-1.0169196037917827,-1.0308446538624096,-4.574574574574575
-0.9618384349782667,-1.0531320741723293,-0.918816793753314,-1.0101464148779074,-1.0649097895706525,-0.9739144053462757,-0.9748035805586166,-0.9348865613405685,-0.9663342499999912,-4.554554554554555
-0.9555242383886228,-1.032416236368781,-0.9741150286917416,-0.9443109503594873,-1.0282741615968671,-0.9718331002474211,-1.03596391344165,-1.003135181395708,-0.9936919445557159,-4.534534534534535
-1.0436243470132354,-1.0303650085757163,-0.9649860719130477,-1.0104035662460973,-0.9276127705624866,-0.9438288346616277,-0.9695287068731525,-1.0248012714348844,-0.9120345779358852,-4.514514514514515
-1.0431398399187894,-1.017313601829782,-0.9957276093627817,-1.020876349898133,-1.0619502354862387,-0.9653585622141473,-0.9529498937635876,-0.9615834148487178,-0.9599363622781303,-4.494494494494495
-1.0717840877602909,-0.9474663871637736,-0.9545138622077624,-0.9500560974791515,-0.9682962699726526,-1.0335259052778727,-1.028163079285437,-0.9393057311896942,-0.9761948849295948,-4.474474474474475
-0.9381170245076451,-0.9312788768290184,-1.0930122366733088,-1.0538609869247537,-1.021009284362438,-0.9104958926385661,-1.0210193981738234,-1.0450966729064997,-0.9918031384649261,-4.454454454454455
-1.0124276296692793,-0.9634509733210581,-0.9959822465914141,-0.9964668916066209,-0.9495581582980075,-1.004284437452836,-1.1149777999689714,-0.9587480177600726,-1.0184793360382531,-4.434434434434435
-0.929714946451271,-1.0176808665325716,-1.0311196839155252,-0.9701989850497043,-1.038616024010002,-0.9966484860385322,-0.9545368441270484,-0.9665982797599284,-0.9515597619589824,-4.414414414414415
-1.0387907656308775,-0.9248475920204131,-0.9855621661277102,-0.957098800198186,-0.9972479499909019,-1.0013396467022981,-1.029082900694027,-1.0041155999416083,-1.0276628516373472,-4.394394394394395
-1.0215581800309692,-1.0762382862691622,-1.0020405762221976,-1.0513502393668621,-1.1010028253144686,-0.9673546468587881,-1.1058002044911746,-1.0416849820151086,-0.9619479718506561,-4.374374374374375
-0.9948985174498612,-1.1008379687598169,-0.9688408776436399,-1.0619803761521878,-1.0017665893157366,-1.008349581956301,-1.0881083568134087,-0.9574285594744895,-1.001419891897756,-4.354354354354355
-0.9535837800645673,-0.9862576546736113,-1.0415378558356498,-0.924928433447374,-0.9459291445305155,-0.9791112470826431,-1.010803791319818,-0.9690046469519955,-0.991167619870258,-4.334334334334335
-0.996604734558377,-0.9997525666188354,-0.9076846499889863,-1.0385633353700292,-1.0746852143623076,-0.9119218220008195,-0.961609245826797,-1.0487020484871674,-0.898788723572556,-4.314314314314315
-0.9890713941245222,-1.0065922260133393,-0.8838347020123853,-1.0041218524749589,-0.9403404101513206,-1.036988874856947,-1.0040808628154092,-1.0262356394163914,-0.9624679137957687,-4.2942942942942945
-0.9987860443076808,-0.997984149207337,-1.0100265935770991,-0.8780512225800594,-1.0353664847718584,-1.0906103396043951,-0.9760235347166225,-0.9134204689642907,-0.960863893847139,-4.2742742742742745
-0.9907372063698,-1.0816246036238402,-1.000345251674479,-1.0228590290183905,-1.0021585186373951,-0.9337670099143504,-1.0546715737198515,-1.033920804482159,-1.0190656831292535,-4.2542542542542545
-1.0554036165485934,-1.0574150741802633,-0.9852022331360384,-1.109683344583202,-1.1383092836929005,-0.984450641332165,-1.0666483970079803,-1.1035105893483381,-0.9981296279660395,-4.2342342342342345
-0.9955166110501084,-0.9378612320305435,-0.9363586785798892,-0.8602227864774603,-0.9456315595361269,-0.9638934131521913,-0.9552769257654488,-1.0156981208207598,-0.9893420923809586,-4.2142142142142145
-1.0088740659298525,-0.9481358712964719,-0.9047000684640973,-0.9489161493835249,-1.0433294121004948,-0.962685638275653,-0.9749378932955381,-0.9928801649627831,-1.0360100740007117,-4.1941941941941945
-1.0023677615826923,-1.035620523843895,-1.0598166770788255,-0.9815869961955229,-1.0264320034981584,-1.0163365397054465,-1.0010519800354702,-0.9646160286516567,-1.0467220145806124,-4.1741741741741745
-0.9748903724063309,-0.9028493518857095,-1.030262628423889,-0.8606504662744293,-1.0634179851536654,-0.9890150547196864,-0.9354025689522771,-1.0200408384043858,-0.9870945851134908,-4.1541541541541545
-1.0335209803381156,-1.05302688956953,-1.0525948794590627,-1.0032503610060637,-1.0491255455953832,-1.0841835406506264,-1.0470465961920579,-0.9015287150556284,-0.9347804582012406,-4.134134134134134
-1.0036915259389754,-1.028035204962906,-1.0551051820906854,-0.927169481483087,-0.9422947301870145,-1.0026834038508998,-1.020479440659112,-1.0241841164272971,-1.0580438441141444,-4.114114114114114
-1.0143124146482387,-0.9848227171430669,-1.0814091328754127,-0.9988213216117683,-1.0248979504325249,-0.9943745506410906,-0.9481257539689254,-0.9900365752705601,-0.9923582025288236,-4.094094094094094
-0.9785565259574975,-1.0591716209524848,-0.9812814518953838,-1.0132038570646127,-0.9546715792667404,-1.0572169092920747,-0.9075319065963344,-0.9446103173807263,-1.0338330243825962,-4.074074074074074
-0.9601594727814332,-1.0237945325418059,-1.057349828583273,-0.9677722821767871,-1.008208173641174,-1.0334305065240295,-0.998976725333886,-0.9956926337136479,-0.9753294912584984,-4.054054054054054
-1.04714468319908,-1.0080269783416693,-0.9242103224451214,-0.9551540292078764,-0.9820692466526132,-1.005116956815182,-0.9153974497003292,-1.120098592939642,-0.981967894820717,-4.034034034034034
-0.9700523095478616,-1.0191151511613328,-0.9539318952859689,-0.9352294626789001,-1.024663337567429,-0.9830042122393673,-1.029473361850158,-0.9639379988813566,-1.0626627430600664,-4.014014014014014
-0.8960320314379255,-0.9557791592184568,-1.0508066737145312,-0.939595384466944,-0.9779629964506729,-1.0077413546569594,-0.9828337050424809,-0.9865704696153601,-1.0589887981860655,-3.9939939939939944
-1.07285132279002,-0.9696531366593325,-1.0508039073837165,-1.0242295127410164,-0.8698649972163397,-0.9296368471765621,-1.0079846556492293,-1.0335149145634914,-0.9763763580531901,-3.9739739739739743
-1.0407732186613938,-1.0542294893520594,-1.029883844779844,-1.0033016045731402,-0.9666199731567657,-0.9620710897764144,-1.0786770467151579,-0.9418697401686984,-0.9910873340220627,-3.9539539539539543
-1.0432634734700894,-1.0333111257010823,-0.9292363186767877,-0.9023410233260544,-0.9739426038831172,-0.9585229824959333,-0.986335951725738,-0.9459377739755102,-0.982136919879708,-3.9339339339339343
-1.0131582232793528,-0.9902000029554275,-1.0416837051878387,-0.9687614762369308,-1.0230008787345053,-1.0870220738805418,-0.9525658525462687,-1.0260668893226967,-0.9692564907050178,-3.9139139139139143
-0.9180283507713995,-1.0025173572689254,-1.0738482884585516,-0.9942938552931018,-0.9486253680861143,-1.0191596405028744,-1.0065841562661604,-1.0729991010314264,-0.9669881256312105,-3.8938938938938943
-0.9984693112258455,-1.0385244220591694,-1.0016081393059713,-0.9317654890743554,-0.9311768964985794,-0.9890143007734216,-1.0026597013060268,-1.0895561881199527,-0.8860814453201153,-3.8738738738738743
-1.0338363827348824,-0.9778640193567566,-0.9804322057704531,-0.9290936629750843,-1.0842062013010705,-1.0179820856417605,-0.9294553371240551,-1.0085848393128247,-0.9791065558536317,-3.8538538538538543
-0.9679748472772717,-0.958070766665831,-1.0319278967466907,-0.9345660865092901,-1.0680816339817225,-0.9876309731612041,-1.061550701002571,-1.028681208529876,-0.9964570159150326,-3.8338338338338342
-1.0290170715104041,-1.0305827790861164,-0.9180553046248264,-1.0263360943626538,-0.8939380107963735,-1.0274390037884964,-1.0739062608782255,-1.0062670233310942,-1.01414646503548,-3.8138138138138142
-0.9428165012229905,-0.9595341268949716,-0.9869642703033579,-1.0182264412688053,-0.9776921509473646,-1.0407369641458577,-1.031689066553095,-1.1332931483537823,-0.9189822927829833,-3.7937937937937942
-0.9836824000589697,-1.0800294422202368,-0.9762938627324265,-0.9613390340192196,-0.9924857406196749,-1.001402369887632,-1.05877689137471,-0.9999577849101701,-0.946624211453763,-3.773773773773774
-0.9294637372722122,-1.0794276700162737,-1.041679343139889,-0.9392844557714898,-0.9707545814306968,-0.9945283491824467,-0.9315882432677463,-1.0621162384687721,-1.030255406325732,-3.753753753753754
-1.0319251177440094,-0.9738609173878562,-1.000844397516113,-1.0586110085436609,-0.9440196693686403,-1.0135223127309816,-0.9833734497096326,-1.018949694445326,-1.0507104383744557,-3.733733733733734
-0.847268420345179,-1.0405370363330546,-1.0066372166751847,-1.0215624517141069,-0.9587703334261299,-1.000863611284189,-1.0420159311725046,-0.888497302158058,-1.0517320664960657,-3.713713713713714
-0.9575335124658845,-1.0486107280712662,-1.1123749494486002,-1.0102472280609718,-1.0099169070567904,-0.9503932629101386,-1.02948670189157,-1.0003974576213204,-0.953669411776561,-3.693693693693694
-0.9659832236839823,-1.0118816351658417,-0.9843293698777743,-0.9483498756074301,-0.895528698107908,-0.9734499974609722,-0.8556588717771794,-0.9493299335103109,-0.9470945205623946,-3.673673673673674
-1.001219080445627,-1.0325276826523975,-1.0884000098313598,-1.052809790216339,-0.9980284829945187,-0.9578435141286379,-1.0291641603699127,-0.9801101015345886,-0.9885762128047949,-3.653653653653654
-1.0348847959653835,-0.9822515881077254,-1.00004422228927,-0.8633567685813685,-1.0423436298640252,-0.9683734949426899,-1.0367061733862275,-0.9627771057671662,-1.0930532598269884,-3.633633633633634
-1.0419364236487154,-1.0713159620164485,-1.072245131108448,-0.9940452868548538,-1.0264019587984123,-0.9925734155249272,-0.9833326312710922,-0.9914197661761441,-1.0656969713046605,-3.613613613613614
-1.0052875827216963,-1.0170646726344572,-0.8975061843118991,-0.9674845508030081,-1.005103813939482,-1.0143508828706347,-0.9665760934329419,-1.0057920564407676,-0.9802247696623564,-3.593593593593594
-1.0382905146130528,-0.8403787268611022,-0.9821139116909635,-0.8869337751512765,-1.0173882745985774,-0.906222245838531,-0.9873429334096727,-0.9441367799446378,-1.0001423373705198,-3.573573573573573
-0.9842290324611733,-0.9928652674325563,-0.9552949373794056,-0.9669042131680402,-1.0077525033834083,-0.9906379543513683,-1.0437941113972635,-1.0631135383086086,-0.9945785494562985,-3.553553553553553
-1.0396008637590777,-1.093972153081566,-0.9523455856144495,-0.9605389152850341,-0.9825226846557075,-0.9580169281614467,-1.0562553456699064,-1.0299583445120735,-1.00857020279283,-3.533533533533533
-0.9671723059627183,-0.9682354195317576,-1.0644508758694118,-1.006822323732862,-1.1624222133860016,-1.0276359440359053,-0.9684194133422545,-0.973131343211138,-1.0231905742083953,-3.513513513513513
-0.9503479684431043,-0.9706848303763806,-1.112243669397366,-0.9743891844633699,-1.0370887162855023,-1.0675665245619976,-1.0008635629504665,-0.989638242787764,-0.9833241464050932,-3.493493493493493
-1.0333707400334997,-0.9288896629199154,-1.0145576223056036,-1.050553061223646,-0.950561479261119,-1.0574546492995365,-1.0801503631753164,-0.8957522506489871,-1.0069544321297805,-3.473473473473473
-0.938366000541453,-0.9905828417591134,-0.9531428165698693,-1.0014776199070718,-0.9698502388607236,-1.0117660007484512,-0.9394502542624841,-0.9944927291253551,-1.083192863971697,-3.453453453453453
-1.009815793248211,-1.030595768662329,-0.9933669708817351,-0.9957126630002653,-1.0319513997283114,-1.0550437386194662,-0.9591522459350772,-1.0005748015584335,-1.0253076511672798,-3.433433433433433
-0.9400693679028626,-0.9273920630091501,-0.9585621498534193,-1.0469823107331375,-1.029058931729399,-0.9564352125226734,-1.0098814730125556,-0.9801365064362659,-0.9829864692449237,-3.413413413413413
-0.9758370484866634,-0.9621423044799327,-0.9509137372007149,-0.9470678626299152,-0.9407205689465405,-1.0164394661247456,-1.0107585619850692,-1.0724427819724054,-1.0169359256721,-3.393393393393393
-0.9415369505125621,-1.087689168634713,-1.0722732216464483,-0.974674277626841,-1.01003981375632,-1.0191618131213296,-0.9860803771757917,-0.9225187179413721,-0.9637790892216347,-3.373373373373373
-1.0474086077204685,-0.960177670855021,-0.9831734317580622,-1.0902043456822674,-1.024067881688881,-0.9146093498758924,-1.0319080801134979,-1.0131358515578268,-0.9123706789144895,-3.353353353353353
-1.0027976668127985,-1.0091028175262762,-0.8991342360780705,-0.9576068107853171,-0.9046722472589196,-1.0131908165136576,-1.0648735904818336,-0.9650471282665406,-1.0652214377899005,-3.333333333333333
-0.9247827935677412,-0.9418219925815817,-1.0258808713524352,-1.0432413088368084,-1.0158478629308916,-1.0181283631667482,-0.9812283687643483,-1.0379890912161396,-0.8368477872163687,-3.313313313313313
-1.0281481626994609,-1.0159132609622052,-1.098699926602286,-0.967741878982891,-0.9630339795063768,-0.8615273347462061,-1.0692006488760446,-1.0652406914399526,-1.020952448182668,-3.293293293293293
-1.0989940482456173,-0.9578266834704131,-1.0087292146214577,-1.0368045915891502,-0.999417501814501,-0.9738633692730533,-0.9775976467971244,-1.0008014549691704,-1.0047387576513782,-3.273273273273273
-1.0941465370092414,-0.9873086431525072,-1.0202505139928637,-1.014515904689782,-0.9944777454440669,-0.9895216486800213,-1.0690774513779655,-1.008321336351964,-0.9673268044334713,-3.253253253253253
-1.1222174400596305,-0.9675852025397891,-0.9759763562948938,-0.9755217864132402,-1.0442566852277393,-1.0161691616610586,-1.0018558689404675,-0.9698749344199322,-1.0664440633560412,-3.233233233233233
-1.1024769782194788,-0.9977881467122414,-1.0413890988568086,-0.8993711050582108,-1.0381181530416057,-0.9316895767875482,-1.0035510090513966,-1.0223989133777793,-0.99192879501224,-3.213213213213213
-1.017218959082393,-1.0173574307994335,-0.9921011622715364,-1.071750373362693,-0.933733320589146,-0.9348210537809847,-0.907505537940916,-0.8723634152189635,-0.9954728587320274,-3.193193193193193
-0.9325734504689556,-0.9931341839934406,-1.107370735162874,-1.0133546120380559,-1.0534443675231882,-1.1138819059023108,-1.0497190200902375,-0.9891543725984545,-1.022686452618474,-3.173173173173173
-1.0184685895216632,-0.9647671793567862,-0.9536589569631851,-1.0129626708692325,-0.9824891196743719,-0.9951618835632662,-1.0671044164838706,-1.053547790106363,-0.9815618105223761,-3.153153153153153
-0.9800322196422758,-0.9753289507960342,-0.9168652601690334,-0.941085432984606,-1.0559308855431742,-0.9799632207152611,-1.0285174526109881,-0.9991403793949628,-1.0295917784730158,-3.133133133133133
-1.0015535789316317,-0.9152951909978694,-0.9311601237305284,-1.0078402545582341,-1.0080758461688015,-0.9649950426163011,-1.052240625746155,-0.9266542906339743,-0.9936696474044524,-3.113113113113113
-0.9954656845890154,-0.9746128213061501,-1.0716539147822064,-0.9745989710318509,-0.9977535451516053,-1.0569094916188766,-1.0253812551649297,-0.9883317732032323,-1.0749350319228541,-3.093093093093093
-1.004135656786734,-0.9639575269126252,-0.979765906005718,-0.9286377112609812,-1.0772096347443605,-0.9941141234199897,-0.9746856658607661,-1.0444883240565934,-0.9670083702809553,-3.073073073073073
-1.0042605053846578,-0.8904400247966298,-1.1447499984133565,-0.9567780943626752,-0.9388083194018699,-0.9066750732966099,-0.9569526167191407,-1.0216903277430223,-0.9489599395854253,-3.053053053053053
-0.9723119712620902,-0.992063855419216,-0.9812108801719167,-1.0157042254312538,-1.0045601478369566,-0.9351382693582441,-0.9123921124625872,-0.957207200418235,-0.9054678508933661,-3.033033033033033
-1.05398062587962,-0.9684035747783758,-0.9983995009020152,-1.0163343043283253,-0.9344446058873466,-1.0415816014300785,-1.0320152008865426,-0.9213374958168671,-1.0311275288341788,-3.013013013013013
-0.9444787791827937,-1.0251421776574294,-1.0447748502724057,-1.007812032114743,-1.0416990677990505,-0.9751796794889594,-0.863058197949505,-1.0330509128407832,-0.9642869452509856,-2.992992992992993
-0.9487799066212382,-0.9926829218237767,-0.9775910773587114,-0.9865127807450642,-0.9491876826334766,-1.0279973397355908,-0.8956715367593989,-0.923424961946172,-1.008192734250666,-2.972972972972973
-1.0043210324387104,-0.9124724335213181,-0.9876674326445136,-1.0369085969279936,-0.8778561606399193,-0.9496343327690184,-1.0047445053974289,-1.032207545892663,-0.9477839511597058,-2.952952952952953
-0.9540772176596805,-0.9787620035381784,-0.9473717461615184,-0.9965441555935219,-0.9835202910875235,-1.136075703862537,-1.1089178878260297,-0.8925485319155886,-1.0712645523444593,-2.932932932932933
-1.029183846112765,-0.9215581298108302,-0.9877511985879281,-0.9647749950037608,-1.0264700486676102,-0.9450193212009411,-0.9982722400941364,-1.0065411097807417,-1.0258416647830149,-2.9129129129129128
-1.0207381615387456,-1.0471234043489144,-0.9821256597017575,-1.0167429062260511,-0.9699417076041207,-0.9765635668753173,-0.9902516261632271,-1.05670833527744,-0.997806380367267,-2.8928928928928928
-0.9858144756928027,-1.0636699409468848,-1.090881281314994,-1.0169893277950832,-0.986586310570227,-0.936386006321909,-1.108590112101767,-1.0078408047500556,-0.9138173063355997,-2.8728728728728727
-1.0028792573121714,-0.9779919297230654,-1.051354353607434,-0.9786000477353199,-1.0038681361090165,-1.0472846260782247,-0.9896766131791813,-0.9959478728295509,-1.0776325343647062,-2.8528528528528527
-1.0155351175998435,-1.0615801495975756,-1.0168931853117387,-0.9526430330922574,-0.9991235481670399,-1.0010533115004125,-1.003105929107598,-0.9560330087848766,-0.9568037230764492,-2.8328328328328327
-1.0264396757264338,-0.8593004115471193,-0.9779750472485953,-1.0592984020553304,-1.021758562913194,-1.0424651665224338,-1.0321028380095885,-0.9400932265110342,-0.9950245779403152,-2.8128128128128127
-1.0203996746301236,-0.9301024236398225,-0.9928398774886881,-1.0413124763101564,-0.9713315588762382,-0.9630844879779699,-0.9611934786492978,-0.9642340883920574,-0.9741272840042178,-2.7927927927927927
-0.9452623145552635,-1.0545070794178055,-0.9171762339200364,-0.927594895089697,-1.0115873199325875,-0.9758231242400907,-0.9419533327587263,-1.0417467657905681,-1.0194375946650096,-2.7727727727727727
-1.0890704071279063,-1.0002626755620077,-1.0354121963463714,-0.9926593451007998,-1.03474764426049,-0.8896694591940012,-1.0162130980977733,-0.988279980180625,-1.0669208094027738,-2.7527527527527527
-0.9739501800978507,-1.020405444830569,-1.003556501989591,-1.046183479103599,-0.950809203662663,-0.9477677556558866,-0.9801009102890185,-1.0102102730408875,-0.9277828480937182,-2.7327327327327327
-1.0030540687425358,-0.9704311336984982,-0.9784781864127473,-0.9848747862357828,-0.9995230220578283,-1.0964163346742684,-1.0239718145058847,-0.9860940723272941,-1.0445845108950558,-2.7127127127127126
-0.954484995012673,-0.9937680331447504,-1.0024505404939907,-0.9114113807273857,-0.8586079977429573,-0.9688891999428967,-1.0302059461720858,-1.0110586348204096,-0.9832400188797724,-2.6926926926926926
-0.9647510077985257,-0.9439103205858784,-0.9657256687216494,-1.0210332371492272,-1.0029781823087278,-0.9781489860672794,-0.9865298524519943,-1.0293966635816743,-1.0426400907618123,-2.6726726726726726
-1.129245421644026,-0.9167020916253974,-1.0186468394616235,-1.0378015709293253,-1.0259855930082356,-0.9325835667257946,-0.9639476203078984,-0.8610744424803052,-0.9767195821251782,-2.6526526526526526
-0.9604847678379715,-1.0007831454984075,-0.918699983103878,-1.0019103374148903,-1.0171919649800125,-0.9491640890883453,-1.01788174129791,-1.0080379950217224,-0.9305852969425888,-2.6326326326326326
-0.9730855520650431,-1.0479570453096034,-1.0052787712841087,-0.9094445656745537,-0.970744916708221,-1.02192752559265,-1.099982752319885,-1.0811633545904282,-0.9733307346743706,-2.6126126126126126
-0.9877714050814178,-0.9607310930062775,-0.9330672876836542,-1.021456558263119,-1.0237318372022688,-0.9975981090224028,-0.9595753047785348,-1.011288696290334,-1.0199793915365145,-2.5925925925925926
-1.0118459628855647,-0.996638024936343,-0.989927440431726,-0.961729631356031,-1.0515773302299765,-0.9264050206935587,-1.0682401627350773,-0.9321338081458129,-0.9948566554669119,-2.5725725725725725
-0.9452776780205124,-0.9306989703182631,-0.9133656218019005,-0.9375423068751318,-0.9059811223785944,-1.0192817992861614,-0.9818418079566037,-0.9647737002979013,-0.9700678674908763,-2.5525525525525525
-1.0081036856922552,-0.9950581045467445,-1.0573580207485884,-0.9563411282389512,-1.0494594520022003,-0.97361236215883,-0.8985009086454818,-1.0312121431376056,-1.0604639433910739,-2.5325325325325325
-0.8952070779072407,-0.9454535069454697,-0.9611030815345591,-1.0039144310283288,-0.9112606708398406,-1.0325581911096817,-0.9877844365049782,-0.9362374252110103,-0.959961077387909,-2.5125125125125125
-0.9581940280610326,-0.9696098732532554,-1.0080419896432422,-0.9538068921002749,-0.9793603425072486,-0.9243276212724768,-1.045900671068677,-0.875283107409567,-0.9795201107560475,-2.4924924924924925
-0.8789706358911258,-0.9953142418363875,-0.9742920012120256,-0.9774193982568927,-1.0389669372075159,-0.9225044185866644,-1.0589209915940128,-1.0578782976522054,-1.0010898688190295,-2.4724724724724725
-1.0245654171874101,-1.0077551473772146,-0.9256484590636548,-0.9446778129063479,-0.9019696972629453,-0.9759763130946939,-0.9267656410741899,-0.9856820791246543,-0.9562867932944579,-2.4524524524524525
-1.0724886073210183,-0.9490161029243196,-1.041647165249948,-0.9650642947363782,-0.9948650055104068,-1.0270323677183537,-0.9855397500849923,-0.9486693801383042,-0.9581990282770548,-2.4324324324324325
-0.9483324697843976,-0.857585205948016,-1.0501734363950372,-0.976879791308761,-1.0344493260626035,-1.0034436554859567,-0.9570850250615861,-0.92309799490031,-0.9827239093000271,-2.4124124124124124
-0.9407914388470264,-0.9415458522349898,-1.03334498586428,-1.0699377766909737,-0.9801561639692825,-0.9882166029180541,-0.9371115520361425,-0.968434232854435,-0.9934171240229244,-2.3923923923923924
-0.9809874126412553,-0.9893395376565854,-0.9700360387788876,-0.9504846311709969,-0.9184331305793908,-0.9949913226943585,-0.9852055321859222,-0.9354476338969399,-1.0118126369379266,-2.3723723723723724
